Date,open,high,low,close,adj_close,volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,RSI_5,RSI_10,RSI_20,RSI_50,RSI_100,RSI_200,RSI,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,ATR,profit_or_loss_after_10_days
2023-01-03,14.85099983215332,14.996000289916992,14.095999717712402,14.3149995803833,14.305581092834473,401277000,,,,,,,,,,,,,,,,,,,,,3.0599870681762695
2023-01-04,14.567000389099121,14.852999687194824,14.241000175476074,14.74899959564209,14.739295959472656,431324000,,,,,,,,,,,,,,,,,,,,,2.0146732330322266
2023-01-05,14.491000175476074,14.564000129699707,14.14799976348877,14.265000343322754,14.25561237335205,389168000,,,,,,,,,,,,,,,,,,,,,3.571650505065918
2023-01-06,14.473999977111816,15.010000228881836,14.034000396728516,14.859000205993652,14.849224090576172,405044000,,,,,,,,,,,,,,,,,,,,,4.331148147583008
2023-01-09,15.284000396728516,16.055999755859375,15.140999794006348,15.628000259399414,15.617717742919922,504231000,14.763199996948241,,,,,,,,,,,,,,,,,,,,3.634603500366211
2023-01-10,15.506999969482422,15.961999893188477,15.472000122070312,15.909000396728516,15.898533821105957,384101000,15.082000160217286,,,,,,81.1085331539641,,,,,,,,,,,,,,3.4117536544799805
2023-01-11,15.84000015258789,16.027999877929688,15.562999725341797,16.000999450683594,15.990470886230469,353285000,15.332400131225587,,,,,,81.92007512550606,,,,,,,,,,,,,,3.7985000610351562
2023-01-12,16.100000381469727,16.636999130249023,15.491999626159668,16.51099967956543,16.50013542175293,551409000,15.781599998474121,,,,,,86.06744739355388,,,,,,,,,,,,,,3.8514652252197266
2023-01-13,16.277999877929688,16.922000885009766,16.165000915527344,16.89900016784668,16.887880325317383,447287000,16.189599990844727,,,,,,88.56249864252774,,,,,,,,,,,,,,2.2615127563476562
2023-01-17,16.89900016784668,17.72800064086914,16.89900016784668,17.70199966430664,17.690353393554688,511102000,16.60439987182617,15.683799934387206,,,,,92.18364494513074,,,,,,,,,,,,,,1.8337955474853516
2023-01-18,17.66699981689453,17.87299919128418,17.281999588012695,17.37700080871582,17.365568161010742,439624000,16.897999954223632,15.99000005722046,,,,,79.45675447472465,82.71370620253404,,,,,,,,,,,,,3.5636520385742188
2023-01-19,17.035999298095703,17.19700050354004,16.731000900268555,16.764999389648438,16.753969192504883,452932000,17.050799942016603,16.191600036621093,,,,,59.968524222205566,72.22015006257897,,,,,,,,,,,,,4.940746307373047
2023-01-20,17.01099967956543,17.856000900268555,16.825000762939453,17.839000701904297,17.82726287841797,564967000,17.316400146484376,16.54900007247925,,,,,73.97218721300959,77.72934432116452,,,,,,,,,,,,,3.2588539123535156
2023-01-23,18.06399917602539,19.2450008392334,17.81800079345703,19.19300079345703,19.18037223815918,655163000,17.775200271606444,16.982400131225585,,,,,83.22160448277693,82.57107095144518,,,,,,,,,,,,,1.8947525024414062
2023-01-24,18.82699966430664,19.4950008392334,18.81999969482422,19.264999389648438,19.252321243286133,496204000,18.087800216674804,17.346100044250488,,,,,83.60877602699124,82.79210432468156,,,,,81.76335043264778,,,,,,,0.8215714863368443,2.9060897827148438
2023-01-25,18.913000106811523,19.3700008392334,18.579999923706055,19.322999954223633,19.310287475585938,449537000,18.477000045776368,17.6875,,,,,83.9810019006503,82.98524710492408,,,,,81.90837633256797,,,,,,,0.819316445564737,2.8801021575927734
